SLID,NAME,CONTACT NO,SHORT NAME,ESTABLISHED YEAR,REGISTRATION NO,PHARMACY TYPE,PHARMACY CATEGORY,PROPREITOR NAME,PROPREITOR CONTACT NO,PROPREITOR EMAIL ID,PROPREITOR ADDRESS,CHEMIST TYPE,CHEMISTRATING,BRANCH DRUG LICENSE NO,BRANCH VAT,BRANCH CST,BRANCH TIN REGIS NO,CHEMIST NAME,STATION,BRANCH ADDRESS LINE 1,BRANCH ADDRESS LINE 2,BRANCH ADDRESS LINE 3,BRANCH CITY,BRANCH STATE,COUNTRY,BRANCH MOBILE NO,BRANCH LANDLINE NO,BRANCH FAX NO,BRANCH WEBSITE,BRANCH BUISNESS POTENTIAL,BRANCH SHIPPING ADDRESS LINE 1,BRANCH SHIPPING ADDRESS LINE 2,BRANCH SHIPPING ADDRESS LINE 3,BRANCH SHIPPING CITY,BRANCH SHIPPING STATE,BRANCH SHIPPING COUNTRY,BRANCH SHIPPING MOBILE NO,BRANCH SHIPPING LANDLINE NO,BRANCH BEST TIME FROM,BRANCH BEST TIME TO,BRANCH WORK TIMINGS DAYS,BRANCH WORK TIMINGS FROM,BRANCH WORK TIMINGS TO,BRANCH FREQUENCY TYPE,BRANCH FREQUENCY CALL,Lat,Long
CHL-001,VIVEK MEDICAL HALL,,VMH,,,,,,,,,,,,,,,,Karimnagar,C/O. SRIDEVI NURSING HOME,SHARMA NAGAR,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-002,NEW SUJATHA MEDICAL HALL,,NSMH,,,,,,,,,,,,,,,,Karimnagar,C/O. LATHA NURSING HOME,BEHIND CIVIL HOSPITAL,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-003,NEW SAMATHA MEDICAL HALL,,NSMH,,,,,,,,,,,,,,,,Karimnagar,C/O. SAMATHA NURSING HOME,ASHOK NAGAR,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-004,K.K. MEDICAL HALL,,KMH,,,,,,,,,,,,,,,,Karimnagar,C/O. K.K. MATERNITY NURSING HOME,CIVIL HOSPITAL ROAD,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-005,SRI CHANDRA MEDICAL HALL,,SCMH,,,,,,,,,,,,,,,,Karimnagar,C/o.SRICHANDHRA HOSPITAL,DR STREET,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-006,SAMATHA MEDICAL HALL,,SMH,,,,,,,,,,,,,,,,Karimnagar,C/O. KALYAN HOSPITAL,KAMAN ROAD ,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-007,VASARA MEDICAL &GENERAL STORES,,VMS,,,,,,,,,,,,,,,,Karimnagar,C/O. VASARA MULTI SPECIALITY HOSPITAL,MANKAMMATHOTA,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-008,SRIAMITHA MEDICAL,,SM,,,,,,,,,,,,,,,,Karimnagar,AMITHA CHILDRENS HOSPITAL,NEAR RAJA THEATRE,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-009,SAI VARSHA MEDICAL,,SVM,,,,,,,,,,,,,,,,Karimnagar,HEMA CHILDRENS HOSPITAL,AMBEDKAR ROAD,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-010,SRIHITHA MEDICAL,,SM,,,,,,,,,,,,,,,,Karimnagar,SRI HITHA CHILDRENS HOSPITAL,NEAR RAJA THEATRE,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-011,N N MEDICAL,,NNM,,,,,,,,,,,,,,,,Karimnagar,NIKHIL CHILDRENS HOSPITAL,OSMANPURA,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-012,PADMINI MEDICAL,,PM,,,,,,,,,,,,,,,,Karimnagar,SATYA CHILDRENS CENTRE,KAMAN CHOURASTHA,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-013,PALLAVI MEDICAL HALL,,PMH,,,,,,,,,,,,,,,,Karimnagar,C/O. PALLAVI CHILDRENS HOSPITAL,MUKARAMPURA,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-014,SAI SHIVANI MEDICAL HALL,,SSMH,,,,,,,,,,,,,,,,Karimnagar,C/O. NAVYA SRI CHILDRENS HOSPITAL,OPP: GOVT. JR. COLLEGE,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-015,SRI VYSHNAVI MEDICAL,,SVM,,,,,,,,,,,,,,,,Karimnagar,C/O. OLGA CHILDRENS HOSPITAL,NEAR MANCHERIAL ROAD,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-016,DEVISHETTI PHARMACY,,DP,,,,,,,,,,,,,,,,Karimnagar,DEVISHETTI MULTISPECIALITY HOSPITAL,DR STREET,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-017,KRISHNA SAI MEDICAL&GENERAL STORES,,KSMS,,,,,,,,,,,,,,,,Karimnagar,C/O. MADAS CHILDRENS CLINIC,NEAR KAMAN,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-018,SIDDIVINAYAKA MEDICAL,,SM,,,,,,,,,,,,,,,,Karimnagar,C/O.SAI GIOBEL CHILDREN HOSPITAL,CHOPPADANDI ROAD,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-019,LAXMISRI MEDICAL HALL,,LMH,,,,,,,,,,,,,,,,Karimnagar,C/O. P V R HOSPITAL,OSMANPURA,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-020,NANDINI MEDICAL HALL,,NMH,,,,,,,,,,,,,,,,Karimnagar,"C/O. AMRUTHA VARSHINI ASTHMA CLINIC, H.NO.3-7-200/1",VAVILALAPALLY,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-021,SRIVANI MEDICAL HALL,,SMH,,,,,,,,,,,,,,,,Karimnagar,C/O CHAITHANYA HOSPITAL,NEAR CIRCUS GROUND,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-022,SURYA PRABHA MEDICAL GENERAL STORES,,SPMGS,,,,,,,,,,,,,,,,Karimnagar,C/O ABHINAV GASTRO HOSPITAL,NEAR 7 HILLS,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-023,SAI SUDHA  MEDICAL STORES,,SSMS,,,,,,,,,,,,,,,,Karimnagar,C/O.SAI SUDHA HOSPITAL,RAILWAY STATION ROAD,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-024,SURABHI PHARMACY,,SP,,,,,,,,,,,,,,,,Karimnagar,C/O. SURABHI MULTI SPECIALITY HOSPITAL,AMBEDKAR ROAD,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-025,MAXCURE  PHARMACY,,MP,,,,,,,,,,,,,,,,Karimnagar,C/O. MAXCURE HOSPITAL,BEHIND CIVIL HOSPITAL,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-026,APEX PHARMACY,,AP,,,,,,,,,,,,,,,,Karimnagar,C/O. APEX HOSPITAL,NEAR RAJA THEATRE,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-027,LAXMI GAYATHRI MEDICALS,,LGM,,,,,,,,,,,,,,,,Karimnagar,C/O.USHA KHANDAL HOSPITAL,MUKARAMPURA,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-028,SAI MEDICAL,,SM,,,,,,,,,,,,,,,,Karimnagar,C/O. KRISHNA ENT HOSPITAL,CIVIL HOSPITAL ROAD,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-029,V. J. MEDICAL& GENERAL STORES,,VJMGS,,,,,,,,,,,,,,,,Karimnagar,C/O.VINAYAKA E.N.T.HOSPITAL,CIVIL HOSPITAL ROAD,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-030,TEJASWINI MEDICAL,,TM,,,,,,,,,,,,,,,,Karimnagar,SAANVI ENT HOSPITAL,SAWARAN STREET,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-031,ADHITHYA MEDICAL,,AM,,,,,,,,,,,,,,,,Karimnagar,C/O. ADITHYA CLINIC,MUKARAMPURA,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-032,SRILATHA MEDICAL STORES,,SMS,,,,,,,,,,,,,,,,Karimnagar,C/0.SRILATHA KIDNEY CENTRE,CHOPPADHANDI ROAD,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-033,SURYA MEDICAL HALL,,SMH,,,,,,,,,,,,,,,,Karimnagar,"C/O. SURYA NURSING HOME, NEAR 7 HILLS",COURT ROAD,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-034,VISHNU MEDICAL HALL,,VMH,,,,,,,,,,,,,,,,Karimnagar,NEAR GUNJ,OPP GUNJ HIGH SCHOOL,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-035,SRI DIVYA MEDICAL ,,SDM,,,,,,,,,,,,,,,,Karimnagar,MAIN ROAD,M.M.THOTA,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-036,SUMITRA MEDICAL HALL,,SMH,,,,,,,,,,,,,,,,Karimnagar,C/O. SUMITRA HOSPITAL,JYOTHI NAGAR,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-037,SRI LAXMI NARSIMHA MEDICAL HALL,,SLNMH,,,,,,,,,,,,,,,,Karimnagar,C/O. SRI VENKATA SAI CLINIC,KATTARAMPUR,KARIMNAGAR,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
CHL-038,KESARI SUDHA MEDICAL,,KSM,,,,,,,,,,,,,,,,Karimnagar,,,,KARIMNAGAR,,,,,,,,,,,,,,,,,,,,,Monthly,2,18.4385553,79.1288412
