SLID,NAME,CONTACT NO,SHORT NAME,ESTABLISHED YEAR,REGISTRATION NO,PHARMACY TYPE,PHARMACY CATEGORY,PROPREITOR NAME,PROPREITOR CONTACT NO,PROPREITOR EMAIL ID,PROPREITOR ADDRESS,CHEMIST TYPE,CHEMISTRATING,BRANCH DRUG LICENSE NO,BRANCH VAT,BRANCH CST,BRANCH TIN REGIS NO,CHEMIST NAME,STATION,BRANCH ADDRESS LINE 1,BRANCH ADDRESS LINE 2,BRANCH ADDRESS LINE 3,BRANCH CITY,BRANCH STATE,COUNTRY,BRANCH MOBILE NO,BRANCH LANDLINE NO,BRANCH FAX NO,BRANCH WEBSITE,BRANCH BUISNESS POTENTIAL,BRANCH SHIPPING ADDRESS LINE 1,BRANCH SHIPPING ADDRESS LINE 2,BRANCH SHIPPING ADDRESS LINE 3,BRANCH SHIPPING CITY,BRANCH SHIPPING STATE,BRANCH SHIPPING COUNTRY,BRANCH SHIPPING MOBILE NO,BRANCH SHIPPING LANDLINE NO,BRANCH BEST TIME FROM,BRANCH BEST TIME TO,BRANCH WORK TIMINGS DAYS,BRANCH WORK TIMINGS FROM,BRANCH WORK TIMINGS TO,BRANCH FREQUENCY TYPE,BRANCH FREQUENCY CALL,Lat,Long
CHL-001,VENKATESWARA MEWDICAL,,VM,,,,,,,,,,,,,,,,IDPL,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4815339,78.4553013
CHL-002,KID CARE MEDICAL,,KCM,,,,,,,,,,,,,,,,IDPL,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4815339,78.4553013
CHL-003,SARI SAI GANESH MEDICAL,,SSGM,,,,,,,,,,,,,,,,IDPL,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4815339,78.4553013
CHL-004,H.R PHARMACY,,HP,,,,,,,,,,,,,,,,IDPL,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4815339,78.4553013
CHL-005,KUMAR MEDICAL,,KM,,,,,,,,,,,,,,,,IDPL,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4815339,78.4553013
CHL-006,DWARAKA MEDICAL,,DM,,,,,,,,,,,,,,,,IDPL,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4815339,78.4553013
CHL-007,PULSE MEDICAL,,PM,,,,,,,,,,,,,,,,IDPL,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4815339,78.4553013
CHL-008,JAI KUMAR SAI MEDICAL,,JKSM,,,,,,,,,,,,,,,,IDPL,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4815339,78.4553013
CHL-009,SRI SAI SANTOSH MEDICAL,,SSSM,,,,,,,,,,,,,,,,IDPL,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4815339,78.4553013
CHL-010,DEEP MEDICAL,,DM,,,,,,,,,,,,,,,,Chintal,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4073581,78.4567223
CHL-011,HAPPY CHEILDREN MEDICAL,,HCM,,,,,,,,,,,,,,,,Chintal,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4073581,78.4567223
CHL-012,APOLLO PHAR,,AP,,,,,,,,,,,,,,,,Chintal,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4073581,78.4567223
CHL-013,SRI SAI RAM MEDICAL,,SSRM,,,,,,,,,,,,,,,,Chintal,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4073581,78.4567223
CHL-014,SRI GANESH MEDICAL,,SGM,,,,,,,,,,,,,,,,Chintal,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4073581,78.4567223
CHL-015,SAI SWATHY MEDICAL,,SSM,,,,,,,,,,,,,,,,Chintal,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4073581,78.4567223
CHL-016,SHIVA MEDICAL,,SM,,,,,,,,,,,,,,,,Chintal,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4073581,78.4567223
CHL-017,SAI SAI MEDICAL,,SSM,,,,,,,,,,,,,,,,Chintal,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4073581,78.4567223
CHL-018,MALLIKARJUNA MEDIAL,,MM,,,,,,,,,,,,,,,,Chintal,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4073581,78.4567223
CHL-019,LAKSHMI MEDICAL,,LM,,,,,,,,,,,,,,,,Chintal,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.4073581,78.4567223
CHL-020,PADMAJA MEDICAL,,PM,,,,,,,,,,,,,,,,Gajularamaram,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.5337007,78.401286
CHL-021,R.K MEDICAL,,RM,,,,,,,,,,,,,,,,Gajularamaram,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.5337007,78.401286
CHL-022,SRI SAI PRASANNA MEDICAL,,SSPM,,,,,,,,,,,,,,,,Gajularamaram,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.5337007,78.401286
CHL-023,VIJAY MEDICAL,,VM,,,,,,,,,,,,,,,,Gajularamaram,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.5337007,78.401286
CHL-024,S.S MEDICAL,,SM,,,,,,,,,,,,,,,,Gajularamaram,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.5337007,78.401286
CHL-025,BHAVANI MADICAL,,BM,,,,,,,,,,,,,,,,Gajularamaram,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.5337007,78.401286
CHL-026,OMAN PHAR,,OP,,,,,,,,,,,,,,,,Gajularamaram,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.5337007,78.401286
CHL-027,SARI SAI GANESH MEDICAL,,SSGM,,,,,,,,,,,,,,,,Gajularamaram,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.5337007,78.401286
CHL-028,CHILD CARE MEDICAL,,CCM,,,,,,,,,,,,,,,,Gajularamaram,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.5337007,78.401286
CHL-029,SRI SAI RAM MEDICAL,,SSRM,,,,,,,,,,,,,,,,Gajularamaram,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.5337007,78.401286
CHL-030,SVK MEDICAL,,SM,,,,,,,,,,,,,,,,Shapur,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.5193869,78.4429863
CHL-031,SAI LAKSHMI MEDICAL,,SLM,,,,,,,,,,,,,,,,Shapur,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.5193869,78.4429863
CHL-032,SAI PREM MEDICAL,,SPM,,,,,,,,,,,,,,,,Shapur,,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,,Monthly,2,17.5193869,78.4429863
