SLID,NAME,CONTACT NO,SHORT NAME,ESTABLISHED YEAR,REGISTRATION NO,PHARMACY TYPE,PHARMACY CATEGORY,PROPREITOR NAME,PROPREITOR CONTACT NO,PROPREITOR EMAIL ID,PROPREITOR ADDRESS,CHEMIST TYPE,CHEMISTRATING,BRANCH DRUG LICENSE NO,BRANCH VAT,BRANCH CST,BRANCH TIN REGIS NO,CHEMIST NAME,STATION,BRANCH ADDRESS LINE 1,BRANCH ADDRESS LINE 2,BRANCH ADDRESS LINE 3,BRANCH CITY,BRANCH STATE,COUNTRY,BRANCH MOBILE NO,BRANCH LANDLINE NO,BRANCH FAX NO,BRANCH WEBSITE,BRANCH BUISNESS POTENTIAL,BRANCH SHIPPING ADDRESS LINE 1,BRANCH SHIPPING ADDRESS LINE 2,BRANCH SHIPPING ADDRESS LINE 3,BRANCH SHIPPING CITY,BRANCH SHIPPING STATE,BRANCH SHIPPING COUNTRY,BRANCH SHIPPING MOBILE NO,BRANCH SHIPPING LANDLINE NO,BRANCH BEST TIME FROM,BRANCH BEST TIME TO,BRANCH WORK TIMINGS DAYS,BRANCH WORK TIMINGS FROM,BRANCH WORK TIMINGS TO,BRANCH FREQUENCY TYPE,BRANCH FREQUENCY CALL,Lat,Long
UAEPHAR00001,ACCESS PHARMACY-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman ind,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00002,AL KHALEEJ PHARMACY(AJ),,,,,,,,,,,,,,,,,,SHARJAH-Ajman 2,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00003,AL MADINA PHARMACY-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman GMC,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00004,AL MUSALLA PHARMACY - AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman 1,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00005,AL RAFA PHARMACY AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman 2,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00006,AL SEHA PHARMACY-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman 2,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00007,AL ZORA PHARMACY(AJMAN),,,,,,,,,,,,,,,,,,SHARJAH-Ajman 1,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00008,AMINA HOSPITAL-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman 2,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00009,ASTER PHARMACY-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman 1,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00010,DIAA PHARMACY-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman 2,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00011,DOHA PHARMACY-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman ind,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00012,EMIRATES PHARMACY AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman 2,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00013,FIRDOUS PHARMACY-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman ind,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00014,GULF MEDICAL COLLEGE - AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman GMC,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00015,JAMILA PHARMACY-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman ind,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00016,LAMIA PHARMACY-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman 2,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00017,MARWA PHARMACY-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman 2,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00018,MAWJOOD PHARMACY-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman 2,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00019,MEERA PHARMACY-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman 1,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00020,METRO MEDS PHARMACY-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman 1,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00021,NEW LIFE PHARMACY-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman ind,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00022,RAMADHAN PHARMACY-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman 1,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00023,SAQER PHARMACY-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman 1,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00024,"SHAMSI PHARMACY,",,,,,,,,,,,,,,,,,,SHARJAH-Ajman 1,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00025,THUMBAY DRUG STORE-AJMAN,,,,,,,,,,,,,,,,,,SHARJAH-Ajman GMC,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.4052165,55.5136433
UAEPHAR00026,ADIL PHARMACY-DHAID,,,,,,,,,,,,,,,,,,SHARJAH-Dhaid,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.3148115,55.958135
UAEPHAR00027,DHAID PHARMACY-DHAID,,,,,,,,,,,,,,,,,,SHARJAH-Dhaid,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.3148115,55.958135
UAEPHAR00028,DUA PHARMACY-DHAID,,,,,,,,,,,,,,,,,,SHARJAH-Dhaid,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.3148115,55.958135
UAEPHAR00029,JAMHOOR PHARMACY-DHAID,,,,,,,,,,,,,,,,,,SHARJAH-Dhaid,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.3148115,55.958135
UAEPHAR00030,KHALID PHARMACY-DHAID,,,,,,,,,,,,,,,,,,SHARJAH-Dhaid,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.3148115,55.958135
UAEPHAR00031,MALIHA PHARMACY-DHAID,,,,,,,,,,,,,,,,,,SHARJAH-Dhaid,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.3148115,55.958135
UAEPHAR00032,WASHAH PHARMACY-DHAID,,,,,,,,,,,,,,,,,,SHARJAH-Dhaid,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.3148115,55.958135
UAEPHAR00033,AL SHARQ HEALTHCARE-FUJAIRAH,,,,,,,,,,,,,,,,,,SHARJAH-Fujaira,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.8006926,55.9761994
UAEPHAR00034,ASTER PHARMACY 8-FUJAIRAH,,,,,,,,,,,,,,,,,,SHARJAH-Fujaira,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.8006926,55.9761994
UAEPHAR00035,CITY PHARMACY-FUJAIRAH,,,,,,,,,,,,,,,,,,SHARJAH-Fujaira,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.8006926,55.9761994
UAEPHAR00036,HIKMAH PHARMACY-FUJAIRAH,,,,,,,,,,,,,,,,,,SHARJAH-Fujaira,,,,,,,,,,,,,,,,,,,,,,,,,Monthly,2,25.8006926,55.9761994
